

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
152.044  000.037  000.037: sourcing /home/himanshu/.local/share/nvim/lazy/zen-mode.nvim/plugin/zen-mode.vim
153.948  000.079  000.079: require('flutter-tools.lazy')
153.983  000.885  000.806: require('flutter-tools')
154.329  000.110  000.110: require('flutter-tools.utils.path')
154.342  000.355  000.245: require('flutter-tools.config')
154.519  000.125  000.125: require('flutter-tools.log')
155.109  000.276  000.276: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-jdtls/plugin/nvim_jdtls.vim
156.567  000.409  000.409: sourcing /home/himanshu/.local/share/nvim/lazy/vim-todo-lists/plugin/vim-todo-lists.vim
158.242  000.193  000.193: require('lualine_require')
158.713  001.592  001.399: require('lualine')
162.676  000.221  000.221: require('lualine.utils.mode')
166.688  000.348  000.348: sourcing /home/himanshu/.local/share/nvim/lazy/blamer.nvim/autoload/blamer.vim
166.767  000.972  000.624: sourcing /home/himanshu/.local/share/nvim/lazy/blamer.nvim/plugin/blamer.vim
167.081  000.118  000.118: sourcing /home/himanshu/.local/share/nvim/lazy/vim-dadbod/plugin/dadbod.vim
167.433  000.109  000.109: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/editorconfig.lua
167.661  000.189  000.189: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/gzip.vim
167.707  000.010  000.010: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/health.vim
167.850  000.112  000.112: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/man.lua
168.592  000.217  000.217: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
168.737  000.848  000.631: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/matchit.vim
168.942  000.168  000.168: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/matchparen.vim
169.793  000.816  000.816: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/netrwPlugin.vim
170.068  000.175  000.175: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/nvim.lua
170.517  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/rplugin.vim
170.539  000.321  000.311: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/rplugin.vim
170.792  000.181  000.181: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/shada.vim
170.872  000.030  000.030: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/spellfile.vim
171.192  000.137  000.137: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/tarPlugin.vim
171.339  000.097  000.097: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/tohtml.vim
171.407  000.020  000.020: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/tutor.vim
171.653  000.176  000.176: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/plugin/zipPlugin.vim
172.046  000.100  000.100: sourcing /home/himanshu/.local/share/nvim/lazy/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
172.127  158.483  054.695: require('hyde.lazy')
172.163  168.808  000.126: require('hyde')
172.167  168.836  000.028: sourcing /home/himanshu/.config/nvim/init.lua
172.176  000.735: sourcing vimrc file(s)
173.081  000.091  000.091: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/filetype.lua
173.511  000.092  000.092: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/syntax/synload.vim
173.598  000.439  000.346: sourcing /home/linuxbrew/.linuxbrew/Cellar/neovim/0.9.5/share/nvim/runtime/syntax/syntax.vim
173.610  000.903: inits 3
179.588  005.978: reading ShaDa
180.343  000.129  000.129: require('frecency.database.table')
180.480  000.129  000.129: require('frecency.file_lock')
180.597  000.112  000.112: require('frecency.watcher')
180.608  000.556  000.185: require('frecency.database')
180.797  000.090  000.090: require('frecency.web_devicons')
180.809  000.198  000.108: require('frecency.entry_maker')
180.909  000.097  000.097: require('frecency.fs')
181.143  000.109  000.109: require('frecency.state')
181.314  000.166  000.166: require('frecency.finder')
181.337  000.424  000.149: require('frecency.picker')
181.417  000.076  000.076: require('frecency.recency')
181.429  001.582  000.232: require('frecency')
181.679  000.145  000.145: require('plenary.async.uv_async')
195.378  000.190  000.190: require('mason-core.functional.type')
202.403  000.206  000.206: require('vim.treesitter.highlighter')
214.279  032.568: opening buffers
214.522  000.243: BufEnter autocommands
214.528  000.006: editing files in windows
214.642  000.114: VimEnter autocommands
214.704  000.062: UIEnter autocommands
214.708  000.004: before starting main loop
215.054  000.346: first screen update
215.057  000.003: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.012  000.012: --- NVIM STARTING ---
000.195  000.183: event init
000.314  000.119: early init
000.380  000.066: locale set
000.447  000.067: init first window
000.793  000.346: inits 1
000.806  000.013: window checked
000.811  000.004: parsing arguments
001.451  000.038  000.038: require('vim.shared')
001.562  000.047  000.047: require('vim._options')
001.566  000.109  000.062: require('vim._editor')
001.569  000.251  000.104: require('vim._init_packages')
001.574  000.512: init lua interpreter
002.929  001.355: expanding arguments
002.985  000.056: inits 2
003.316  000.331: init highlight
